19.387235,-99.275935,2561,0.52,36900725
19.387235,-99.275935,2561.6,0.52,37186677
19.387234,-99.275938,2561.6,0.24,38185224
19.387237,-99.275934,2561.3,0.11,39185213
19.387238,-99.275933,2561.5,0.2,40185210
19.38724,-99.275932,2561.3,0.5,41185213
19.387241,-99.275932,2561.3,0.19,42185211
19.387242,-99.275932,2561.3,0,43185210
19.387243,-99.275932,2561.7,0.02,44185211
19.387244,-99.275933,2561.7,0,45185210
19.387245,-99.275932,2561.6,0.02,46185211
19.387246,-99.275931,2561.4,0.02,47185213
19.387248,-99.27593,2561.8,0,48185202
19.38725,-99.275931,2562.1,0.02,49185213
19.387251,-99.27593,2561.8,0.02,50185211
19.387252,-99.275929,2561.4,0,51185204
19.387252,-99.275929,2561.2,0,52185209
19.387253,-99.275928,2561.1,0.02,53185213
19.387252,-99.275927,2560.6,0.02,54185211
19.387252,-99.275926,2560.1,0.02,55185213
19.387253,-99.275926,2559.8,0.02,56185218
19.387253,-99.275925,2559.5,0,57185209
19.387253,-99.275924,2559.2,0.02,58185211
19.387253,-99.275923,2558.5,0,59185206
19.387253,-99.275922,2558.2,0,60185211
19.387254,-99.275921,2558,0.02,61185217
19.387254,-99.27592,2557.6,0.02,62185222
19.387255,-99.275919,2557.1,0.02,63185213
19.387255,-99.275918,2556.7,0,64185211
19.387256,-99.275917,2556.6,0,65185210
19.387257,-99.275917,2556.3,0,66185208
19.387257,-99.275916,2555.8,0.02,67185213
19.387257,-99.275916,2555.5,0,68185208
19.387258,-99.275915,2555.5,0,69185204
19.387258,-99.275914,2555.3,0,70185210
19.387258,-99.275914,2554.9,0.02,71185212
19.387258,-99.275913,2554.5,0,72185209
19.387259,-99.275912,2554.3,0,73185202
19.387259,-99.275912,2554.3,0,74185208
19.38726,-99.275911,2554,0.02,75185212
19.387261,-99.275911,2554,0.09,76185212
19.387261,-99.275911,2554.2,0,77185204
19.387262,-99.275911,2554.5,0,78185213
19.387262,-99.27591,2554.7,0.37,79185213
19.387261,-99.275909,2554.7,0.56,80185216
19.387261,-99.275908,2554.9,0.7,81185213
19.387261,-99.275906,2555.1,0.65,82185214
19.387259,-99.275904,2555,0.98,83185212
19.387259,-99.2759,2554.8,1.11,84185213
19.387258,-99.275897,2554.9,0.8,85185209
19.387257,-99.275895,2555.1,1,86185214
19.387255,-99.275893,2554.9,0.56,87185213
19.387255,-99.275891,2554.5,0.52,88185211
19.387255,-99.275891,2554.5,0,89185210
19.387256,-99.275891,2554.6,0,90185216
19.387257,-99.275891,2554.6,0,91185210
19.387257,-99.275892,2554.4,0,92185208
19.387257,-99.275892,2554.2,0,93185210
19.387256,-99.275892,2554.3,0,94185204
19.387255,-99.275892,2554.2,0.02,95185205
19.387256,-99.275892,2554.2,0.22,96185220
19.387255,-99.275892,2553.9,0.07,97185209
19.387256,-99.275893,2553.9,0.02,98185213
19.387257,-99.275892,2553.8,0.04,99185213
19.387257,-99.275892,2553.4,0.04,100185212
19.387257,-99.275893,2553,0.02,101185212
19.387257,-99.275893,2552.9,0.02,102185211
19.387258,-99.275893,2552.8,0.02,103185213
19.387258,-99.275893,2552.5,0,104185208
19.387257,-99.275892,2552,0,105185209
19.387257,-99.275893,2552.1,0.02,106185216
19.387258,-99.275894,2552.2,0.02,107185213
19.387258,-99.275894,2552,0,108185214
19.387258,-99.275894,2551.5,0.02,109185209
19.387258,-99.275894,2551.3,0.02,110185219
19.387259,-99.275895,2551.5,0,111185206
19.38726,-99.275896,2551.5,0,112185207
19.38726,-99.275897,2551.3,0.11,113185213
19.387261,-99.275899,2551.4,0.02,114185217
19.387262,-99.275902,2551.9,0.02,115185215
19.387263,-99.275905,2552.4,0.02,116185212
19.387263,-99.275907,2552.4,0,117185210
19.387264,-99.275908,2552.5,0,118185212
19.387264,-99.27591,2552.8,0.02,119185209
19.387265,-99.275912,2553.2,0.02,120185211
19.387265,-99.275914,2553.2,0.02,121185213
19.387265,-99.275914,2552.9,0,122185212
19.387265,-99.275915,2552.9,0.02,123185213
19.387265,-99.275917,2553.2,0.02,124185213
19.387265,-99.275918,2553,0,125185215
19.387265,-99.275919,2552.7,0.02,126185211
19.387265,-99.27592,2552.8,0.06,127185213
19.387265,-99.275922,2553,0.02,128185215
19.387265,-99.275924,2553,0,129185209
19.387265,-99.275925,2552.8,0,130185208
19.387265,-99.275926,2552.9,0.04,131185213
19.387265,-99.275927,2553.1,0.85,132185223
19.387266,-99.27593,2553,1.19,133185213
19.387265,-99.275933,2552.8,1.93,134185213
19.387264,-99.27594,2553.2,3.43,135185219
19.387266,-99.275948,2553.5,3.82,136185217
19.387265,-99.275955,2553.6,3.17,137185214
19.387264,-99.275959,2553.7,2.69,138185214
19.387273,-99.275965,2553.8,2.89,139185213
19.387277,-99.275967,2554,2.69,140185213
19.387278,-99.275972,2554.2,2.72,141185214
19.387278,-99.275982,2554.1,3.22,142185213
19.387288,-99.275989,2554.1,3.63,143185214
19.387297,-99.275989,2553.9,4.13,144185212
19.387312,-99.275991,2554.2,3.63,145185214
19.387322,-99.275989,2554.3,3.7,146185223
19.387329,-99.275988,2554.2,4.06,147185209
19.387339,-99.275987,2554.3,4.2,148185216
19.387347,-99.275984,2554.3,3.17,149185214
19.387352,-99.275982,2554.2,2,150185223
19.387357,-99.27598,2554.3,2.74,151185210
19.387364,-99.275976,2554.2,3.78,152185212
19.387375,-99.275974,2555,4.76,153185209
19.387387,-99.275969,2555,5.13,154185211
19.387398,-99.275968,2554.8,3.72,155185214
19.387404,-99.275968,2555,0.96,156185212
19.387405,-99.275968,2555.4,1.65,157185214
19.387399,-99.27597,2555.8,3.43,158185217
19.387391,-99.275973,2556,3.3,159185213
19.387383,-99.275975,2556.5,3.69,160185215
19.387374,-99.275974,2556.8,3.96,161185213
